Category: All categories,,,,,,,,,,,,,,,,,,,,,,,,
,Covid microchip,coronavirus microchip,covid infertility,coronavirus infertility,covid DNA alteration,coronavirus DNA alteration,covid Bill gates,coronavirus Bill gates,covid fire fauci,coronavirus fire fauci,covid fauci fraud,coronavirus fauci fraud,covid depopulation,coronavirus depopulation,covid population control,coronavirus population control,covid hidden agenda,coronavirus hidden agenda,covid hydroxychloroquine,coronavirus hydroxychloroquine,covid ivermectin,coronavirus ivermectin,covid miracle cure,coronavirus miracle cure
7/19/2020,0,0,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0
7/26/2020,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,0,100,34,2,0,0,0
8/2/2020,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,24,14,2,0,0,0
8/9/2020,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,12,4,4,19,0,0
8/16/2020,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
8/23/2020,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0
8/30/2020,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0
9/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
9/13/2020,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
9/20/2020,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
10/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
10/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
10/18/2020,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
11/1/2020,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1,0,2,0,0,0
11/8/2020,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
11/15/2020,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0
11/22/2020,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
11/29/2020,0,0,18,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0
12/6/2020,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,20,0,0
12/13/2020,0,0,80,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,16,27,0,0
12/20/2020,0,0,43,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0
12/27/2020,0,0,54,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,0
1/3/2021,0,0,37,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,25,23,0,0
1/10/2021,0,0,31,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0
1/17/2021,0,0,27,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0
1/24/2021,0,0,32,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0
1/31/2021,0,0,36,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0
2/7/2021,0,0,15,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0
2/14/2021,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2/21/2021,0,0,27,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
2/28/2021,0,0,30,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
3/7/2021,0,0,52,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
3/14/2021,0,0,36,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0
3/21/2021,0,0,67,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3/28/2021,0,0,46,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
4/4/2021,0,0,66,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
4/11/2021,100,0,50,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
4/18/2021,16,0,27,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
4/25/2021,0,0,24,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
5/2/2021,0,0,27,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
5/9/2021,0,0,41,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
5/16/2021,0,0,52,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
5/23/2021,0,0,20,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/30/2021,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,100,0
6/6/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
6/13/2021,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
6/20/2021,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
6/27/2021,0,0,14,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,2,0,7,0,0,0
7/4/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
7/11/2021,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0
7/18/2021,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0
7/25/2021,0,0,61,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,29,0,0,0
8/1/2021,0,0,57,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,43,25,0,0
8/8/2021,83,0,53,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,69,24,0,0
8/15/2021,49,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,82,0,0,0
8/22/2021,38,0,31,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,100,56,0,0
8/29/2021,0,0,20,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,52,24,0,0
9/5/2021,0,0,25,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,43,0,0,0
9/12/2021,0,0,29,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,0
9/19/2021,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0
9/26/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0
10/3/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0
10/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
10/17/2021,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
10/24/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
10/31/2021,0,0,16,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,8,0,0,0
11/7/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
11/14/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0
11/21/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
11/28/2021,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
12/5/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
12/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
12/19/2021,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0
12/26/2021,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,0
1/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0
1/9/2022,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0
1/16/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0
1/23/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0
1/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2/6/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2/20/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/27/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0
3/6/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3/20/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/27/2022,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4/3/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/17/2022,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/24/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/1/2022,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/8/2022,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2022,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5/22/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5/29/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/5/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
6/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
6/26/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
7/3/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
7/17/2022,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
7/24/2022,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
7/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
8/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8/21/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
9/4/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
9/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,94,0
9/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10/9/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10/23/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11/6/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11/20/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
11/27/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12/4/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1/8/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1/15/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/29/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/5/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/26/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3/5/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/9/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/2023,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/25/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2023,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
8/13/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
8/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
8/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9/3/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9/10/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
9/17/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
10/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10/8/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10/15/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11/26/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/3/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12/10/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/17/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0
